year,conference,district,meeting,state,members_total,members_general,members_white,members_black,members_indian,url
1808,Philadelphia,Delaware,Lewistown,NA,1418,NA,990,428,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=167
1808,Philadelphia,Delaware,St. Martin's,NA,1177,NA,718,459,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=167
1808,Philadelphia,Delaware,Snow hill,NA,850,NA,553,297,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=167
1808,Philadelphia,Delaware,Accomack,NA,1417,NA,916,501,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Delaware,Annamessex,NA,1426,NA,798,628,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Delaware,Somerset,NA,1845,NA,1224,621,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Delaware,Caroline,NA,1465,NA,1147,318,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Delaware,Dorchester,NA,1385,NA,824,561,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Delaware,Cambridge,NA,1691,NA,925,766,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Jersey,Asbury,NA,609,NA,606,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Jersey,Freehold,NA,441,NA,411,30,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Jersey,Trenton,NA,486,NA,410,76,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Jersey,Elizabethtown,NA,590,NA,577,13,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Jersey,Burlington,NA,982,NA,931,51,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Susquehannah,Gloucester,NA,960,NA,890,70,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Susquehannah,Salem,NA,922,NA,772,150,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Susquehannah,Cumberland,NA,711,NA,700,11,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Susquehannah,Northumberland,NA,431,NA,430,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Susquehannah,Lycoming,NA,540,NA,530,10,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Susquehannah,Wyoming,NA,551,NA,551,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Susquehannah,Tioga,NA,324,NA,322,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,Philadelphia,Susquehannah,Canestio,NA,195,NA,193,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,New York,New York,NA,1754,NA,1330,424,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,New York,New Rochelle,NA,875,NA,800,75,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,New York,Croton,NA,667,NA,652,15,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,New York,Redding,NA,481,NA,479,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,New York,Middletown,NA,336,NA,326,10,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,New York,Long Island,NA,713,NA,637,76,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,New York,Brooklyn,NA,253,NA,168,85,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Rhineback,Dutchess,NA,1117,NA,1077,40,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Rhineback,Chatham,NA,711,NA,704,7,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Rhineback,Pittsfield,NA,768,NA,762,6,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Rhineback,Whitingham,NA,377,NA,376,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Rhineback,Buckland,NA,86,NA,86,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Rhineback,Granville,NA,368,NA,368,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Rhineback,Litchfield,NA,439,NA,435,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Ashgrove,Cambridge,NA,486,NA,486,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Ashgrove,Brandon,NA,431,NA,431,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Ashgrove,Charlotte,NA,306,NA,303,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Ashgrove,Fletcher,NA,421,NA,421,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Ashgrove,Dunham,NA,307,NA,307,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Ashgrove,Grand Isle,NA,199,NA,199,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Ashgrove,Plattsburg,NA,405,NA,404,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Ashgrove,Saratoga,NA,314,NA,310,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Albany city,NA,108,NA,91,17,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Albany cir.,NA,766,NA,755,11,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Schenectady,NA,187,NA,178,9,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Montgomery,NA,380,NA,380,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Delaware,NA,705,NA,702,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Ulster,NA,514,NA,514,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Newburg,NA,626,NA,612,14,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Haverstraw,NA,333,NA,314,19,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Herkimer,NA,276,NA,275,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Western,NA,301,NA,300,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Albany,Black River,NA,465,NA,465,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Chenango,NA,419,NA,419,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Westmoreland,NA,472,NA,472,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Otsego,NA,447,NA,447,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Pompey,NA,505,NA,501,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Cayuga,NA,407,NA,400,7,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Seneca,NA,228,NA,228,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Lyons,NA,317,NA,314,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Scipio,NA,400,NA,400,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Ontario,NA,488,NA,470,18,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Cayuga,Holland Purchase,NA,50,NA,50,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Quebec,NA,13,NA,13,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Montreal,NA,16,NA,16,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Ottawha,NA,117,NA,117,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Cornwall,NA,35,NA,35,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,St. Lawrence,NA,43,NA,42,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Augusta,NA,347,NA,345,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Bay Quintie,NA,649,NA,647,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Smith's Creek,NA,105,NA,105,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Young Street,NA,45,NA,45,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Niagara,NA,795,NA,791,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New York,Canada,Long Point,NA,195,NA,195,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Boston,NA,340,NA,310,30,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Lynn,NA,170,NA,170,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Marblehead,NA,81,NA,81,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Salisbury,NA,98,NA,97,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Poplin and Salem,NA,164,NA,164,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Harwich,NA,140,NA,140,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Sandwich,NA,107,NA,107,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Scituate,NA,34,NA,34,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,New Bedford,NA,30,NA,30,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Nantucket,NA,128,NA,124,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Newport,NA,19,NA,19,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Bristol,NA,96,NA,96,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Rhode Island,NA,60,NA,60,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Warren,NA,37,NA,36,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Boston,Norton and Easton,NA,80,NA,80,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New London,New London,NA,373,NA,354,19,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New London,Tolland,NA,277,NA,275,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New London,Ashburnham,NA,229,NA,227,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New London,Needham,NA,185,NA,185,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New London,Providence,NA,104,NA,104,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New London,East Greenwich,NA,90,NA,90,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New London,Pomfret,NA,219,NA,218,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Vermont,Athens,NA,144,NA,144,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Vermont,Wethersfield,NA,365,NA,365,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Vermont,Barnard,NA,327,NA,327,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Vermont,Vershire,NA,165,NA,165,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Vermont,Barre,NA,347,NA,347,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Vermont,Danville,NA,114,NA,114,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Vermont,Stanstead,NA,120,NA,119,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Grantham,NA,202,NA,202,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Hanover,NA,142,NA,142,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Bridgewater,NA,94,NA,94,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Pembroke,NA,72,NA,72,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Tuftonborough,NA,125,NA,125,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Northfield,NA,42,NA,42,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Centre Harbour,NA,136,NA,136,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Landaff,NA,298,NA,298,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,New Hampshire,Lunenburg,NA,226,NA,226,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Bowdoinham,NA,203,NA,202,1,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Durham,NA,118,NA,118,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Portland,NA,142,NA,140,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Scarborough,NA,134,NA,134,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Falmouth,NA,211,NA,211,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Conway,NA,62,NA,62,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Bethel,NA,108,NA,108,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Livermore,NA,295,NA,295,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Portland,Poland,NA,135,NA,135,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Readfield,NA,224,NA,224,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Norridgwock,NA,185,NA,185,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Hallowell,NA,119,NA,117,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Vasselborough,NA,68,NA,68,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Bristol,NA,193,NA,193,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Union,NA,205,NA,205,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Union River,NA,70,NA,70,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Orrington,NA,192,NA,192,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1808,New England,Kennebeck,Hamden,NA,183,NA,183,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=168
1809,Western,Holston,Holston,NA,733,NA,653,80,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Holston,Nollichuckie,NA,513,NA,491,22,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Holston,French Broad,NA,710,NA,694,16,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Holston,Clinch,NA,699,NA,655,44,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Holston,Powell's Valley,NA,250,NA,239,11,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Holston,Carter's Valley,NA,220,NA,211,9,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Holston,Cumberland,NA,74,NA,74,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Nashville,NA,1053,NA,949,104,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Red River,NA,441,NA,352,89,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Barren,NA,573,NA,550,23,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Roaring River,NA,555,NA,499,56,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Wayne,NA,789,NA,758,31,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Livingston,NA,349,NA,325,24,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Hartford,NA,404,NA,387,17,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Dixon,NA,491,NA,441,50,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Duck River,NA,195,NA,190,5,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Elk,NA,126,NA,121,5,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Illinois,NA,275,NA,272,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Maramack,NA,52,NA,49,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Missouri,NA,109,NA,109,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Cumberland,Cold Water,NA,39,NA,39,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Mississippi,Natchez,NA,117,NA,65,52,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Mississippi,Wilkinson,NA,102,NA,93,9,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Mississippi,Claiborne,NA,131,NA,91,40,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Mississippi,Washataw and Appalousas,NA,30,NA,30,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Kentucky,Limestone,NA,1206,NA,1128,78,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Kentucky,Licking,NA,213,NA,196,17,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Kentucky,Lexington,NA,648,NA,624,24,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Kentucky,Hinkstone,NA,744,NA,688,56,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Kentucky,Danville,NA,689,NA,624,65,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Kentucky,Salt River,NA,460,NA,380,80,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Kentucky,Shelby,NA,579,NA,514,65,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Kentucky,Silver Creek,NA,188,NA,188,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Miami,NA,1282,NA,1280,2,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Mad River,NA,639,NA,636,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,White Water,NA,352,NA,349,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Scioto,NA,685,NA,685,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Hockhocking,NA,770,NA,765,5,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Fairfield,NA,432,NA,427,5,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Muskingum and Little Kanawha,NA,290,NA,286,4,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Guyandott,NA,167,NA,164,3,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Deer Creek,NA,558,NA,544,14,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,Western,Ohio,Wills Creek,NA,125,NA,125,0,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Oconee,Appalachee,NA,1474,NA,1326,148,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Oconee,Milledgeville,NA,558,NA,509,49,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Oconee,Sparta,NA,1203,NA,917,286,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Oconee,Washington,NA,593,NA,515,78,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Oconee,St. Mary's,NA,289,NA,233,56,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Ogeechee,Broad River,NA,1119,NA,949,170,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Ogeechee,Little River,NA,1057,NA,904,153,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Ogeechee,Augusta,NA,96,NA,80,16,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Ogeechee,Louisville,NA,650,NA,529,121,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Ogeechee,Savannah,NA,11,NA,4,7,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Seleuda,Reedy River,NA,585,NA,529,56,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Seleuda,Enoree,NA,1052,NA,889,163,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Seleuda,Bush River,NA,514,NA,458,56,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Seleuda,Keewee,NA,481,NA,455,26,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Seleuda,Edisto,NA,722,NA,578,144,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Seleuda,Cypress,NA,1079,NA,855,224,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Seleuda,Charleston,NA,1800,NA,150,1650,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Seleuda,Columbia,NA,168,NA,152,16,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Camden,Santee,NA,1273,NA,575,698,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Camden,Little Pee Dee,NA,916,NA,867,49,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Camden,Rocky River,NA,432,NA,356,76,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Camden,Montgomery,NA,550,NA,503,47,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Camden,Great Pee Dee and Georgetown,NA,1154,NA,440,714,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Camden,Bladen,NA,892,NA,625,267,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
1809,South Carolina,Camden,Brunswick,NA,1010,NA,697,313,0,http://hdl.handle.net/2027/nyp.33433069134967?urlappend=%3Bseq=177
