mission_number,church,city,state,date_start,date_end,year,decade,duration_days,duration_weeks,confessions,converts,order,lat,long,volume,page
NA,St. Michael's Church,Pensacola,FL,1890-02-23,1890-03-04,1890,1890s,9,2 weeks or less,770,0,Paulist,30.421309,-87.2169149,4,112
NA,Cathedral,Mobile,AL,1890-03-09,1890-03-17,1890,1890s,8,2 weeks or less,1230,0,Paulist,30.6943566,-88.0430541,4,114
NA,St. John's Church,Canton,MA,1890-03-16,1890-03-30,1890,1890s,14,2 weeks or less,1875,0,Paulist,42.1584324,-71.1447732,4,115
NA,St. Cecilia's Church,New York,NY,1890-03-16,1890-03-30,1890,1890s,14,2 weeks or less,6420,5,Paulist,40.7143528,-74.0059731,4,117
NA,,Birmingham,AL,1890-03-23,1890-03-30,1890,1890s,7,1 week or less,870,0,Paulist,33.5206608,-86.80249,4,118
NA,St. Patrick's Church,Brooklyn,NY,1890-04-13,1890-04-28,1890,1890s,15,3 weeks or less,5613,0,Paulist,40.65,-73.95,4,119
NA,St. John's Church,Schenectady,NY,1890-04-13,1890-04-27,1890,1890s,14,2 weeks or less,2337,0,Paulist,42.8142432,-73.9395687,4,121
NA,St. Michael's Church,Springfield,MA,1890-05-04,1890-05-18,1890,1890s,14,2 weeks or less,5151,5,Paulist,42.1014831,-72.589811,4,122
NA,St. John's Church,Pittsburgh,PA,1890-05-04,1890-05-18,1890,1890s,14,2 weeks or less,1900,0,Paulist,40.4406248,-79.9958864,4,123
NA,St. Vincent de Paul's Church,Mt. Vernon,OH,1890-05-25,1890-06-01,1890,1890s,7,1 week or less,630,1,Paulist,40.3933956,-82.4857181,4,126
NA,St. Jarlath's Church,Chicago,IL,1890-05-25,1890-06-01,1890,1890s,7,1 week or less,1413,1,Paulist,41.8781136,-87.6297982,4,127
NA,Church of the Blessed Sacrament,Providence,RI,1890-05-25,1890-06-01,1890,1890s,7,1 week or less,1300,0,Paulist,41.8239891,-71.4128343,4,128
NA,,Livingston,NJ,1890-06-01,1890-06-11,1890,1890s,10,2 weeks or less,30,0,Paulist,40.7862871,-74.3300842,4,129
NA,Church of St. Vincent de Paul,Sterling,NJ,1890-06-11,1890-06-15,1890,1890s,4,1 week or less,49,0,Paulist,40.6713311,-74.4945385,4,130
NA,St. Patrick's Church,Chatham,NJ,1890-06-15,1890-06-18,1890,1890s,3,1 week or less,152,0,Paulist,40.740934,-74.3837624,4,130
NA,St. Anne's Church,Manchester,NH,1890-09-14,1890-09-28,1890,1890s,14,2 weeks or less,3559,0,Paulist,42.9956397,-71.4547891,4,133
NA,,Ridgway,PA,1890-09-14,1890-09-30,1890,1890s,16,3 weeks or less,505,0,Paulist,41.4203391,-78.7286388,4,135
NA,,Emporium,PA,1890-09-14,1890-09-30,1890,1890s,16,3 weeks or less,410,0,Paulist,41.5114521,-78.2352872,4,135
NA,,Cameron,PA,1890-09-14,1890-09-30,1890,1890s,16,3 weeks or less,45,0,Paulist,41.426156400000004,-78.1564432,4,135
NA,,Torrington,CT,1890-09-21,1890-09-28,1890,1890s,7,1 week or less,1136,2,Paulist,41.8003049,-73.1211715,4,136
NA,Ss. Peter and Paul's Cathedral,Philadelphia,PA,1890-10-05,1890-10-19,1890,1890s,14,2 weeks or less,9800,25,Paulist,39.952335,-75.163789,4,137
NA,Church of the Annunciation,Danvers,MA,1890-10-26,1890-11-09,1890,1890s,14,2 weeks or less,1418,0,Paulist,42.5750009,-70.932122,4,139
NA,Church of the Sacred Heart,New Haven,CT,1890-10-26,1890-11-09,1890,1890s,14,2 weeks or less,3540,2,Paulist,41.308274,-72.9278835,4,140
NA,St. Joseph's Church,Terre Haute,IN,1890-11-02,1890-11-09,1890,1890s,7,1 week or less,1250,9,Paulist,39.4667034,-87.4139092,4,141
NA,,Rockville,IN,1890-11-10,1890-11-13,1890,1890s,3,1 week or less,80,0,Paulist,39.7625404,-87.2291809,4,142
NA,,South Bend,IN,1890-10-01,1890-11-30,1890,1890s,60,more than 3 weeks,600,0,Paulist,41.6763545,-86.2519898,4,143
NA,St. James's Church,Chicago,IL,1890-11-16,1890-11-30,1890,1890s,14,2 weeks or less,4780,4,Paulist,41.8781136,-87.6297982,4,144
NA,St. Mary's Star of the Sea,East Boston,MA,1890-11-16,1890-11-30,1890,1890s,14,2 weeks or less,1440,1,Paulist,42.3702137,-71.0388601,4,146
NA,,Portland,CT,1890-11-16,1890-11-27,1890,1890s,11,2 weeks or less,1023,0,Paulist,41.5726229,-72.6408139,4,148
NA,,East Hampton,CT,1890-11-16,1890-11-27,1890,1890s,11,2 weeks or less,228,0,Paulist,41.5757748,-72.5026249,4,148
NA,Church of the Annunciation,Manhattanville,NY,1890-12-07,1890-12-21,1890,1890s,14,2 weeks or less,1720,0,Paulist,40.8169443,-73.9558333,4,149
NA,St. James's Church,Boston,MA,1890-12-14,1890-12-21,1890,1890s,7,1 week or less,2500,0,Paulist,42.3584308,-71.0597732,4,150
NA,St. Mary's Cathedral,Ogdensburg,NY,1890-12-07,1890-12-21,1890,1890s,14,2 weeks or less,2495,14,Paulist,44.6942291,-75.4863364,4,151
NA,Church of Our Lady of Victory,Brooklyn,NY,1891-01-04,1891-01-18,1891,1890s,14,2 weeks or less,2495,6,Paulist,40.65,-73.95,4,153
NA,Church of St. Paul the Apostle,New York,NY,1891-01-04,1891-02-01,1891,1890s,28,more than 3 weeks,11650,7,Paulist,40.7143528,-74.0059731,4,154
NA,Church of the Sacred Heart,Brooklyn,NY,1891-01-25,1891-02-01,1891,1890s,7,1 week or less,5088,8,Paulist,40.65,-73.95,4,156
NA,St. Augustine's Church,Union Hill,NJ,1891-02-01,1891-02-08,1891,1890s,7,1 week or less,801,0,Paulist,40.8559326,-74.520156600000007,4,157
NA,Church of St. Francis de Sales,Geneva,NY,1891-02-15,1891-03-01,1891,1890s,14,2 weeks or less,2470,2,Paulist,42.8689552,-76.9777436,4,158
NA,St. Matthew's Church,Washington,DC,1891-02-15,1891-02-23,1891,1890s,8,2 weeks or less,1300,0,Paulist,38.9072309,-77.0364641,4,160
NA,St. Stephen's Church,Pittsburgh,PA,1891-02-15,1891-03-01,1891,1890s,14,2 weeks or less,1582,0,Paulist,40.4406248,-79.9958864,4,161
NA,Church of St. Columbkille,Brighton,MA,1891-02-15,1891-03-01,1891,1890s,14,2 weeks or less,3300,0,Paulist,42.3463503,-71.1626756,4,162
NA,St. Patrick's Church,Valley Falls,RI,1891-03-08,1891-03-22,1891,1890s,14,2 weeks or less,2905,1,Paulist,41.9067663,-71.3906119,4,163
NA,St. Veronica's Church,New York,NY,1891-03-08,1891-03-22,1891,1890s,14,2 weeks or less,3650,4,Paulist,40.7143528,-74.0059731,4,164
NA,Sacred Heart Church,Pittsburgh,PA,1891-03-08,1891-03-22,1891,1890s,14,2 weeks or less,2453,2,Paulist,40.4406248,-79.9958864,4,165
NA,Sacred Heart Church,Worcester,MA,1891-04-05,1891-04-19,1891,1890s,14,2 weeks or less,2573,0,Paulist,42.2625932,-71.8022934,4,166
NA,St. Anne's Church,Baltimore,MD,1891-04-05,1891-04-12,1891,1890s,7,1 week or less,1300,4,Paulist,39.2903848,-76.6121893,4,167
NA,St. Louis' Church,Webster,MA,1891-04-05,1891-04-19,1891,1890s,14,2 weeks or less,1665,0,Paulist,42.050091,-71.8800628,4,169
NA,Church of the Sacred Heart,Mt. Vernon,NY,1891-04-12,1891-04-21,1891,1890s,9,2 weeks or less,1050,0,Paulist,40.9125992,-73.8370786,4,170
NA,Immaculate Conception Church,Birmingham,CT,1891-04-26,1891-05-10,1891,1890s,14,2 weeks or less,2801,0,Paulist,42.5467012,-83.2113192,4,172
NA,St. Charles' Church,Adams,MA,1891-04-26,1891-05-10,1891,1890s,14,2 weeks or less,1622,2,Paulist,42.6242251,-73.1174344,4,173
NA,Holy Cross Church,Lynchburg,VA,1891-04-26,1891-05-05,1891,1890s,9,2 weeks or less,700,1,Paulist,37.4137536,-79.1422464,4,174
NA,St. Cecilia's Church,Coatesville,PA,1891-05-10,1891-05-17,1891,1890s,7,1 week or less,625,0,Paulist,39.9831616,-75.8238355,4,175
NA,St. Michael's Cathedral,Springfield,MA,1891-05-10,1891-05-17,1891,1890s,7,1 week or less,1400,0,Paulist,42.1014831,-72.589811,4,176
NA,St. Leo's Church,Leominster,MA,1891-05-17,1891-05-24,1891,1890s,7,1 week or less,1260,0,Paulist,42.5250906,-71.759794,4,177
NA,St. John's Church,Canton,MA,1891-05-17,1891-05-24,1891,1890s,7,1 week or less,1400,0,Paulist,42.1584324,-71.1447732,4,178
NA,St. Thomas's Church,West Farms,NY,1891-05-17,1891-05-24,1891,1890s,7,1 week or less,493,0,Paulist,40.8430609,-73.8816001,4,179
NA,Sacred Heart Church,Valesburg,NJ,1891-05-31,1891-06-07,1891,1890s,7,1 week or less,265,1,Paulist,40.7400351,-74.2179355,4,180
NA,Church of the Assumption,Ansonia,CT,1891-08-16,1891-08-20,1891,1890s,4,1 week or less,400,0,Paulist,41.3462078,-73.0789969,4,181
NA,St. Michael's Church,Westerly,CT,1891-09-06,1891-09-13,1891,1890s,7,1 week or less,980,0,Paulist,41.3775987,-71.8272871,4,185
NA,Holy Cross Church,Ovid,NY,1891-09-06,1891-09-16,1891,1890s,10,2 weeks or less,993,0,Paulist,42.6764593,-76.8230111,4,186
NA,,Lyons,NY,1891-09-06,1891-09-20,1891,1890s,14,2 weeks or less,795,3,Paulist,43.0642305,-76.9902456,4,187
NA,,Sodus Point,NY,1891-09-21,1891-09-24,1891,1890s,3,1 week or less,NA,0,Paulist,43.2717322,-76.9891355,4,189
NA,St. Catherine's Church,Norwood,MA,1891-09-13,1891-09-20,1891,1890s,7,1 week or less,1110,0,Paulist,42.1943909,-71.1989695,4,191
NA,,Bayonne,NJ,1891-09-06,1891-09-13,1891,1890s,7,1 week or less,640,0,Paulist,40.6687141,-74.1143091,4,192
NA,,Greenfield,MA,1891-09-06,1891-09-13,1891,1890s,7,1 week or less,962,0,Paulist,42.587915,-72.5994104,4,193
NA,,South Deerfield,MA,1891-09-13,1891-09-17,1891,1890s,4,1 week or less,300,0,Paulist,42.4773097,-72.6078667,4,194
NA,,Dover,NH,1891-09-20,1891-10-04,1891,1890s,14,2 weeks or less,2705,0,Paulist,43.1978624,-70.8736698,4,195
NA,St. Mary's Church,Biddeford,ME,1891-09-27,1891-10-11,1891,1890s,14,2 weeks or less,1821,0,Paulist,43.4925843,-70.4533844,4,197
NA,Holy Family Church,Auburn,NY,1891-09-27,1891-10-11,1891,1890s,14,2 weeks or less,3480,5,Paulist,42.9317335,-76.5660529,4,198
NA,St. Mary's Church,Cambridgeport,MA,1891-10-11,1891-10-25,1891,1890s,14,2 weeks or less,5165,0,Paulist,42.3595761,-71.1077157,4,200
NA,St. Patrick's Church,Denver,CO,1891-10-18,1891-10-25,1891,1890s,7,1 week or less,755,0,Paulist,39.737567,-104.9847179,4,203
NA,St. Matthew's Church,Brooklyn,NY,1891-10-18,1891-11-01,1891,1890s,14,2 weeks or less,1500,0,Paulist,40.65,-73.95,4,205
NA,St. Joseph's Church,Denver,CO,1891-11-01,1891-11-08,1891,1890s,7,1 week or less,750,3,Paulist,39.737567,-104.9847179,4,207
NA,St. Peter Claver's Church,Baltimore,MD,1891-11-01,1891-11-08,1891,1890s,7,1 week or less,270,0,Paulist,39.2903848,-76.6121893,4,209
NA,Corpus Christi Church,Baltimore,MD,1891-11-08,1891-11-22,1891,1890s,14,2 weeks or less,1400,0,Paulist,39.2903848,-76.6121893,4,210
NA,Immaculate Conception Church,Marlboro,MA,1891-11-08,1891-11-22,1891,1890s,14,2 weeks or less,3770,3,Paulist,42.3459271,-71.5522874,4,211
NA,St. Francis's Cathedral,Vincennes,IN,1891-11-15,1891-11-24,1891,1890s,9,2 weeks or less,1018,7,Paulist,38.677269,-87.5286325,4,212
NA,St. Colman's Church,Turtle Creek,PA,1891-11-29,1891-12-06,1891,1890s,7,1 week or less,640,3,Paulist,40.4059022,-79.8250479,4,213
NA,St. Cecilia's Church,Boston,MA,1891-11-22,1891-11-29,1891,1890s,7,1 week or less,2600,0,Paulist,42.3584308,-71.0597732,4,214
NA,St. Bridget's Church,Indianapolis,IN,1891-11-29,1891-12-09,1891,1890s,10,2 weeks or less,1300,9,Paulist,39.768403,-86.158068,4,215
NA,St. Thomas's Church,Brooklyn,NY,1891-12-06,1891-12-20,1891,1890s,14,2 weeks or less,3375,11,Paulist,40.65,-73.95,4,216
NA,St. Patrick's Church,Cleveland,OH,1891-12-06,1891-12-20,1891,1890s,14,2 weeks or less,3550,0,Paulist,41.4994954,-81.6954088,4,218
NA,St. Stephen's Church,New York,NY,1892-01-03,1892-01-26,1892,1890s,23,more than 3 weeks,6500,6,Paulist,40.7143528,-74.0059731,4,220
NA,St. Jerome's Church,Mott Haven,NY,1892-01-17,1892-01-31,1892,1890s,14,2 weeks or less,3980,3,Paulist,40.8091068,-73.9228881,4,223
NA,St. Francis de Sales' Church,Brooklyn,NY,1892-01-31,1892-02-14,1892,1890s,14,2 weeks or less,2055,0,Paulist,40.65,-73.95,4,225
NA,St. John the Evangelist's Church,Brooklyn,NY,1892-02-07,1892-02-21,1892,1890s,14,2 weeks or less,4925,0,Paulist,40.65,-73.95,4,227
NA,St. Jerome's Church,Baltimore,MD,1892-02-14,1892-02-23,1892,1890s,9,2 weeks or less,960,5,Paulist,39.2903848,-76.6121893,4,229
NA,St. Aloysius's Church,Detroit,MI,1892-02-07,1892-02-15,1892,1890s,8,2 weeks or less,1100,3,Paulist,42.331427,-83.0457538,4,231
NA,St. Patrick's Church,Ottawa,Canada,1892-03-06,1892-03-20,1892,1890s,14,2 weeks or less,2516,0,Paulist,45.4215296,-75.6971931,4,232
NA,St. John's Church,Worcester,MA,1892-03-06,1892-03-20,1892,1890s,14,2 weeks or less,7200,6,Paulist,42.2625932,-71.8022934,4,234
NA,St. Rose's Church,Meriden,CT,1892-03-27,1892-04-10,1892,1890s,14,2 weeks or less,4650,6,Paulist,41.5381535,-72.8070435,4,236
NA,St. Patrick's Church,Montreal,Canada,1892-03-20,1892-04-17,1892,1890s,28,more than 3 weeks,8728,0,Paulist,45.5086699,-73.5539925,4,238
NA,Our Lady of Loretto's Church,Hempstead,NY,1892-04-24,1892-05-01,1892,1890s,7,1 week or less,410,2,Paulist,40.7062128,-73.6187397,4,243
NA,St. Rose of Lima's Church,Parkville,NY,1892-04-24,1892-05-01,1892,1890s,7,1 week or less,370,0,Paulist,41.8553669,-74.7596049,4,244
NA,St. Francis de Sales' Church,Utica,NY,1892-04-24,1892-05-02,1892,1890s,8,2 weeks or less,1430,4,Paulist,43.100903,-75.232664,4,245
NA,Church of the Assumption,Ansonia,CT,1892-04-24,1892-05-08,1892,1890s,14,2 weeks or less,3250,0,Paulist,41.3462078,-73.0789969,4,246
NA,Church of the Immaculate Conception,Tuckahoe,NY,1892-05-08,1892-05-17,1892,1890s,9,2 weeks or less,830,0,Paulist,40.9503764,-73.827356,4,248
NA,St. Augustine's Church,Bridgeport,CT,1892-05-15,1892-05-29,1892,1890s,14,2 weeks or less,3450,0,Paulist,41.1865478,-73.1951767,4,249
NA,St. Bridget's Church,West Troy,NY,1892-05-08,1892-05-22,1892,1890s,14,2 weeks or less,2110,0,Paulist,42.7284117,-73.6917851,4,250
NA,St. Jerome's Church,Hyattsville,MD,1892-05-22,1892-05-29,1892,1890s,7,1 week or less,155,3,Paulist,38.9559442,-76.9455301,4,252
NA,Church of the Annunciation,Florence,MA,1892-06-05,1892-06-12,1892,1890s,7,1 week or less,1075,1,Paulist,42.3355556,-72.6716667,4,253
NA,,Canal Fulton,OH,1892-06-05,1892-06-12,1892,1890s,7,1 week or less,400,1,Paulist,40.8897784,-81.597623,4,254
NA,St. Mary's Church,Canandaigua,NY,1892-05-29,1892-06-12,1892,1890s,14,2 weeks or less,1580,4,Paulist,42.887535,-77.2816984,4,255
NA,Church of the Immaculate Conception,Newburyport,MA,1892-05-22,1892-06-05,1892,1890s,14,2 weeks or less,2740,0,Paulist,42.8125913,-70.8772751,4,257
NA,St. Bridget's Church,Indianapolis,IN,1892-06-09,1892-06-12,1892,1890s,3,1 week or less,750,0,Paulist,39.768403,-86.158068,4,259
NA,Star of the Sea Church,Long Branch,NJ,1892-09-11,1892-09-18,1892,1890s,7,1 week or less,600,1,Paulist,40.3042778,-73.9923596,4,263
NA,St. Agnes's Church,Paterson,NJ,1892-09-11,1892-09-25,1892,1890s,14,2 weeks or less,2200,12,Paulist,40.9167654,-74.171811,4,264
NA,Holy Trinity Church,Wallingford,CT,1892-09-11,1892-09-25,1892,1890s,14,2 weeks or less,1450,0,Paulist,41.4570108,-72.8230736,4,265
NA,St. Columba's Church,Newark,NJ,1892-09-11,1892-09-25,1892,1890s,14,2 weeks or less,1575,0,Paulist,40.735657,-74.1723667,4,266
NA,Church of Our Lady,Sand Beach,MI,1892-09-25,1892-09-29,1892,1890s,4,1 week or less,140,0,Paulist,43.8040404,-82.669947,4,267
NA,St. Joseph's Church,Argyle,MI,1892-09-25,1892-09-30,1892,1890s,5,1 week or less,224,14,Paulist,43.564207,-82.9359965,4,268
NA,Immaculate Conception Church,Monmouth,IL,1892-10-02,1892-10-09,1892,1890s,7,1 week or less,485,0,Paulist,40.9114271,-90.6473576,4,269
NA,,Raritan,IL,1892-10-09,1892-10-12,1892,1890s,3,1 week or less,130,0,Paulist,40.6958732,-90.8273591,4,270
NA,,Alexis,IL,1892-10-09,1892-10-13,1892,1890s,4,1 week or less,200,0,Paulist,41.0633703,-90.5559675,4,270
NA,St. Augustine's Church,Kalamazoo,MI,1892-10-02,1892-10-16,1892,1890s,14,2 weeks or less,1600,0,Paulist,42.2917069,-85.5872286,4,271
NA,,Highland Falls,NY,1892-10-02,1892-10-16,1892,1890s,14,2 weeks or less,350,0,Paulist,41.3692605,-73.9662504,4,273
NA,,West Point,NY,1892-10-02,1892-10-16,1892,1890s,14,2 weeks or less,520,0,Paulist,41.3914827,-73.9559721,4,273
NA,St. Ann's Church,Neponset,MA,1892-10-02,1892-10-16,1892,1890s,14,2 weeks or less,1610,1,Paulist,42.2237683,-71.1344539,4,274
NA,St. Mark's Church,Peoria,IL,1892-10-16,1892-10-23,1892,1890s,7,1 week or less,317,0,Paulist,40.6936488,-89.5889864,4,275
NA,Church of the Immaculate Conception,Spring Valley,IL,1892-10-23,1892-10-30,1892,1890s,7,1 week or less,950,0,Paulist,41.3275352,-89.1998076,4,276
NA,Church of the Nativity,Brooklyn,NY,1892-10-16,1892-10-30,1892,1890s,14,2 weeks or less,2530,1,Paulist,40.65,-73.95,4,277
NA,St. Mary's Church,Utica,IL,1892-10-30,1892-11-06,1892,1890s,7,1 week or less,507,0,Paulist,41.3414125,-89.0097155,4,279
NA,Ss. Peter and Paul's Cathedral,Detroit,MI,1892-10-23,1892-11-06,1892,1890s,14,2 weeks or less,2050,0,Paulist,42.331427,-83.0457538,4,280
NA,St. Mary's Church,Bethel,CT,1892-10-30,1892-11-06,1892,1890s,7,1 week or less,700,0,Paulist,41.3712283,-73.4139621,4,281
NA,St. Simon's Church,Washington,IN,1892-11-13,1892-11-20,1892,1890s,7,1 week or less,1300,9,Paulist,38.6592152,-87.172789,4,282
NA,St. Joseph's Church,Roxbury,MA,1892-11-13,1892-11-27,1892,1890s,14,2 weeks or less,2650,0,Paulist,42.3151978,-71.0913748,4,283
NA,Chapel,Roxbury,MA,1892-11-13,1892-11-20,1892,1890s,7,1 week or less,1150,0,Paulist,42.3151978,-71.0913748,4,283
NA,St. Ann's Church,Chicago,IL,1892-11-23,1892-11-27,1892,1890s,4,1 week or less,2250,0,Paulist,41.8781136,-87.6297982,4,285
NA,Sacred Heart Church,Bloomfield,NJ,1892-11-27,1892-12-04,1892,1890s,7,1 week or less,1007,2,Paulist,40.8067546,-74.1854209,4,286
NA,St. Cecilia's Church,Boston,MA,1892-12-04,1892-12-11,1892,1890s,7,1 week or less,2580,0,Paulist,42.3584308,-71.0597732,4,287
NA,St. Stephen's Church,Brooklyn,NY,1892-12-04,1892-12-18,1892,1890s,14,2 weeks or less,3880,0,Paulist,40.65,-73.95,4,288
NA,Church of the Immaculate Conception,East Weymouth,MA,1893-01-01,1893-01-11,1893,1890s,10,2 weeks or less,1300,3,Paulist,42.2125125,-70.9294163,4,289
NA,St. Mary's Church,Dedham,MA,1893-01-01,1893-01-11,1893,1890s,10,2 weeks or less,1600,0,Paulist,42.2411916,-71.166143,4,290
NA,Church of the Immaculate Conception,Cleveland,OH,1893-01-01,1893-01-13,1893,1890s,12,2 weeks or less,2950,5,Paulist,41.4994954,-81.6954088,4,292
NA,,Port Ewen,NY,1893-01-22,1893-01-29,1893,1890s,7,1 week or less,284,0,Paulist,41.9053703,-73.976249,4,293
NA,St. Mary's Church,New Britain,CT,1893-01-15,1893-01-29,1893,1890s,14,2 weeks or less,5285,4,Paulist,41.6612104,-72.7795419,4,294
NA,St. Mary's Church,Roudout,NY,1893-01-29,1893-02-12,1893,1890s,14,2 weeks or less,3000,5,Paulist,41.920648,-73.9851381,4,296
NA,St. Cecilia's Church,New York,NY,1893-02-12,1893-03-12,1893,1890s,28,more than 3 weeks,7550,20,Paulist,40.7143528,-74.0059731,4,297
NA,St. Gabriel's Church,New York,NY,1893-02-19,1893-03-19,1893,1890s,28,more than 3 weeks,8637,0,Paulist,40.7143528,-74.0059731,4,299
NA,St. John's Cathedral,Cleveland,OH,1893-03-19,1893-04-02,1893,1890s,14,2 weeks or less,3750,0,Paulist,41.4994954,-81.6954088,4,300
NA,Church of the Visitation,Philadelphia,PA,1893-03-19,1893-04-02,1893,1890s,14,2 weeks or less,4800,12,Paulist,39.952335,-75.163789,4,302
NA,Church of the Assumption,Morristown,NJ,1893-04-09,1893-04-23,1893,1890s,14,2 weeks or less,2087,3,Paulist,40.7967667,-74.4815438,4,303
NA,St. John's Church,Bellefonte,PA,1893-04-09,1893-04-16,1893,1890s,7,1 week or less,760,4,Paulist,40.9133943,-77.7783348,4,305
NA,,Meadville,PA,1893-04-09,1893-04-17,1893,1890s,8,2 weeks or less,900,1,Paulist,41.6414438,-80.1514484,4,307
NA,,Sayre,PA,1893-04-09,1893-04-16,1893,1890s,7,1 week or less,700,3,Paulist,41.9789631,-76.515499,4,308
NA,St. Patrick's Church,Norwich,CT,1893-04-23,1893-05-07,1893,1890s,14,2 weeks or less,4060,3,Paulist,41.5242649,-72.0759105,4,309
NA,St. Malachy's Church,Chicago,IL,1893-04-23,1893-05-07,1893,1890s,14,2 weeks or less,2250,4,Paulist,41.8781136,-87.6297982,4,311
NA,St. Matthew's Church,Washington,DC,1893-04-23,1893-04-23,1893,1890s,0,1 week or less,600,0,Paulist,38.9072309,-77.0364641,4,312
NA,Immaculate Conception Church,Portsmouth,NH,1893-04-30,1893-05-07,1893,1890s,7,1 week or less,1350,0,Paulist,43.0717552,-70.7625532,4,313
NA,St. Thomas's Church,"Woodberry, Baltimore",MD,1893-05-15,1893-05-21,1893,1890s,6,1 week or less,670,0,Paulist,39.3368301,-76.6513787,4,314
NA,Manhattan College,New York,NY,1893-03-26,1893-03-29,1893,1890s,3,1 week or less,200,0,Paulist,40.7143528,-74.0059731,4,315
NA,Classon-on-the-Sound,New York,NY,1893-05-08,1893-05-12,1893,1890s,4,1 week or less,120,0,Paulist,40.7143528,-74.0059731,4,315
NA,St. Patrick's Church,Whitinsville,MA,1893-05-14,1893-05-24,1893,1890s,10,2 weeks or less,910,0,Paulist,42.1112075,-71.6661783,4,316
NA,St. Rose's Church,"West Brighton, Staten Island",NY,1893-05-07,1893-05-28,1893,1890s,21,3 weeks or less,1685,5,Paulist,40.6270298,-74.1093141,4,318
NA,,North Weymouth,MA,1893-05-24,1893-05-28,1893,1890s,4,1 week or less,240,0,Paulist,42.2459331,-70.9467133,4,320
NA,,Broad Brook,CT,1893-05-14,1893-05-21,1893,1890s,7,1 week or less,312,0,Paulist,41.9123195,-72.5450873,4,321
NA,St. Thomas's Church,Southington,CT,1893-05-14,1893-05-21,1893,1890s,7,1 week or less,840,0,Paulist,41.5964869,-72.8776013,4,322
NA,St. Rose of Lima's Church,Suffern,NY,1893-05-21,1893-05-28,1893,1890s,7,1 week or less,217,1,Paulist,41.1148179,-74.1495889,4,323
NA,,Tuxedo,NY,1893-05-28,1893-06-04,1893,1890s,7,1 week or less,146,2,Paulist,41.2376671,-74.1944529,4,323
