city,state,church,organized,members,minister,citation,jlat,jlon,url
North Bridgewater,MA,Porter Evangelical Church,1850,166,C. L. Mills,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),41.9882610521,-70.981647803,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
North Bridgewater,MA,South Church,1836,84,,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),41.9835487785,-70.9835980539,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Quincy,MA,,1832,103,Nelson Clark,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.2528772,-71.0022705,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Randolph,MA,[First Congregational Church],1731,131,C. M. Cordley,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.1630099659,-71.0520051884,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Randolph,MA,East,1821,129,E. Russell,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.1594433243,-71.0538371813,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Scituate,MA,North,1634,81,Daniel Wight Jr.,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.195929,-70.7258633,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Sharon,MA,,1741,102,L. R. Phillips,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.1236499,-71.1786237,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Stoughton,MA,First Church,1844,143,Albert Perry,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.125,-71.102778,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Weymouth,MA,"North, First Church",1615,202,Joshua Emery Jr.,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.2121365501,-70.9292053284,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Weymouth,MA,"South, Second Church",1723,89,James P. Terry,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.2171165971,-70.9523000575,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Weymouth,MA,Union Church,1842,76,Willard M. Harding,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.2270357008,-70.9414371031,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Weymouth,MA,"North, Pilgrim Church",1852,NA,Calvin Terry,The Year-book of the American Congregational Union for the Year 1854 (pp. 54-55),42.2246227218,-70.9357750931,https://archive.org/stream/americancongrega04amer#page/54/mode/1up
Dartmouth,MA,South,1807,104,William A. Mandell,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.6130323,-70.9704787,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Edgartown,MA,,NA,NA,William J. Breed,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.3890052,-70.5133599,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Fairhaven,MA,,1794,197,Jacob Roberts,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.6376043,-70.9036487,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Marion,MA,,1686,54,Leander Cobb,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.7,-70.763333,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Middleboro,MA,Central,1847,113,,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.9000794712,-70.9130980875,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Nantucket,MA,,1767,354,B. Judkins,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.2834704,-70.099451,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
New Bedford,MA,First Church,1696,60,D. C. Burt,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.6390758649,-70.9349445094,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
New Bedford,MA,North,1807,287,A. Eldridge,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.6422271747,-70.9441717778,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
New Bedford,MA,Trinitarian,1830,154,Wheelock Craig,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.6371759831,-70.9354705991,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
New Bedford,MA,Pacific,1844,50,Timothy Stowe,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.6379587116,-70.9308390238,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Rochester,MA,Centre,1686,100,E. W. Harrington,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.7617987448,-70.8482988144,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Rochester,MA,Mattapoisett,1740,146,William L. Mather,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.7622724169,-70.8502727,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Rochester,MA,North,1758,25,Isaac Briggs,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.755494532,-70.8375951764,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Wareham,MA,,1739,93,Homer Barrows,The Year-book of the American Congregational Union for the Year 1854 (pp. 55-56),41.7614511,-70.7197342,https://archive.org/stream/americancongrega04amer#page/55/mode/1up
Carver,MA,,1733,89,Stillman Pratt,The Year-book of the American Congregational Union for the Year 1854 (p. 56),41.8834363,-70.7625376,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Halifax,MA,,1734,46,Edward P. Kimball,The Year-book of the American Congregational Union for the Year 1854 (p. 56),41.991213,-70.861985,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Kingston,MA,,1828,82,Joseph Peckham,The Year-book of the American Congregational Union for the Year 1854 (p. 56),41.9932752,-70.7284785,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Marshfield,MA,North,1835,36,Sumner Clark,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.0880495405,-70.7141270571,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Marshfield,MA,South,1632,61,Ebenezer Alden Jr.,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.0943441841,-70.7067737956,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Plymouth,MA,Manomet,1738,123,Daniel H. Babcock,The Year-book of the American Congregational Union for the Year 1854 (p. 56),41.9598570719,-70.656470443,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Plymouth,MA,Pilgrimage Church,1801,137,Charles S. Porter,The Year-book of the American Congregational Union for the Year 1854 (p. 56),41.952670908,-70.6775315064,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Plymouth,MA,Chiltonville,1815,94,Alexander Duncanson,The Year-book of the American Congregational Union for the Year 1854 (p. 56),41.9634914546,-70.6727704311,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Plympton,MA,,1698,87,Charles Livingston,The Year-book of the American Congregational Union for the Year 1854 (p. 56),41.9558953,-70.8148435,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Beverly,MA,Dane Street,1802,NA,Joseph Abbott,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.5521046964,-70.8781231369,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Beverly,MA,Fourth Church,1834,25,,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.5533807599,-70.8744664001,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Boxford,MA,First Church,1702,82,William S. Coggin,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.6620153931,-71.0000796906,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Danvers,MA,First Church,1689,137,M. P. Braman,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.5665234735,-70.9410331305,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Lynn,MA,First Church,1632,214,Parsons Cook,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.4653620936,-70.9591541677,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Lynn,MA,Central,1850,73,A. R. Baker,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.4721926228,-70.949998829,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Marblehead,MA,,1684,333,E. A. Lawrence,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.4999582,-70.8578024,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Salem,MA,Tabernacle Church,1735,406,S. M. Worcester,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.5276674998,-70.8867895447,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Saugus,MA,,1732,29,L. Brigham,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.4651421,-71.0110473,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Swampscott,MA,,1846,32,J. B. Clark,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.4709437,-70.9175562,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Topsfield,MA,,1663,150,A. McLoud,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.6375941,-70.9495053,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Wenham,MA,,1644,127,J. Taylor,The Year-book of the American Congregational Union for the Year 1854 (p. 56),42.604261,-70.8911612,https://archive.org/stream/americancongrega04amer#page/56/mode/1up
Boston,MA,Old South Church,1669,NA,G. W. Blagden,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3634316114,-71.0557769484,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Bowdoin Street,1825,443,J. B. Waterbury,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3546305949,-71.0684030751,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Central Church,1841,456,George Richards,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.366302248,-71.0530386926,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Cambridge,MA,First Church,1636,256,J. A. Albro,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3789546203,-71.1053081375,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Cambridgeport,MA,First Church,1827,288,W. A. Stearns,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3595761,-71.1077157,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Cambridge,MA,East,1842,115,Joseph L. Bennet,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3818131908,-71.1096721159,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Charlestown,MA,First Church,1632,271,W. I. Budington,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3868579612,-71.0654227131,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Charlestown,MA,Winthrop Church,1833,342,Benjamin Tappan Jr.,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3858173466,-71.0605137906,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Chelsea,MA,Winnisimmet,1841,213,I. P. Langworthy,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3949764868,-71.0336400467,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Chelsea,MA,Broadway Church,1851,140,J. A. Copp,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.4000968631,-71.0297325576,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Malden,MA,First Church,1649,88,A. C. Adams,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.4319570227,-71.077731278,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Malden,MA,Winthrop Church,1848,56,F. G. Pratt,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.4245902565,-71.076879545,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Medford,MA,Mystic Church,1847,119,A. B. Warner,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.419202761,-71.1083019989,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Needham,MA,Grantville,1847,56,W. Barrows,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.2726921976,-71.2478311133,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Newton,MA,First Church,1664,108,D. L. Furber,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.329539942,-71.2083285108,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Newton,MA,Second Church,1781,113,L. Gilbert,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3455590281,-71.2000882769,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Newton,MA,Eliot Church,1845,111,W. S. Leavitt,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3458868687,-71.2120422314,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Newton,MA,Auburndale Church,1850,NA,,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3336463302,-71.2145410015,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
North Chelsea,MA,,1828,16,,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3917638,-71.0328284,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Waltham,MA,Trinitarian Congregational Church,1820,NA,John Witney,The Year-book of the American Congregational Union for the Year 1854 (p. 57),42.3764852,-71.2356113,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Park Street Church,1809,603,A. L. Stone,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3627835191,-71.0569603799,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Essex Street,1822,469,N. Adams,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3623307929,-71.0516970059,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Salem Street,1827,508,E. Beecher,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3539305582,-71.0564426321,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Pine Street,1827,247,H. M. Dexter,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3640330601,-71.0503691578,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Mariners' Church,1830,57,G. W. Bourne,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3661588419,-71.0668673252,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Mt. Vernon,1842,603,E. N. Kirk,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3589780319,-71.0504509543,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Shawmut,1845,158,,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3594726045,-71.0578691063,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Edwards Church,1849,110,,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3626195509,-71.0715723087,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Phillips Church,1823,251,John J. Miter,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3611953998,-71.0547040324,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Boston,MA,Maverick,1835,265,R. W. Clark,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.351648481,-71.0673325563,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Brighton,MA,,1827,132,A. Swazey,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3463503,-71.1626756,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Brookline,MA,,1844,87,M. M. Smith,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3317642,-71.1211635,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Roxbury,MA,Eliot Church,1834,284,A. C. Thompson,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3138976573,-71.0824223403,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Roxbury,MA,West,1835,67,T. Laurie,The Year-book of the American Congregational Union for the Year 1854 (pp. 57-58),42.3214582693,-71.0915275303,https://archive.org/stream/americancongrega04amer#page/57/mode/1up
Attleboro,MA,Second Church,1748,241,Jonathan Crane,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.9405713789,-71.292565256,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Attleboro,MA,West,1737,86,S. B. Morley,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.9496465809,-71.2769650209,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Berkley,MA,First Church,1737,136,,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.850684758,-71.0862351928,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Dighton,MA,,1710,51,E. Newton Jr.,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.813889,-71.120833,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Fall River,MA,Central Church,1842,188,Eli Thurston,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.7014912,-71.1550451,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Freetown,MA,,1809,31,,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.772778,-71.027222,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Middleboro,MA,North,1748,114,T. E. Bliss,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.9003912252,-70.9046616728,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Norton,MA,,1832,137,Franklin Holmes,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.9667703,-71.1869963,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Pawtucket,MA,,1829,245,C. Blodgett,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.878711,-71.3825558,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Raynham,MA,,1731,134,Robert Carver,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.9487077,-71.0731162,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Rehoboth,MA,,1721,89,C. P. Grosvenor,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.8470056,-71.2393933,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Seekonk,MA,,1644,82,James O. Barney,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.808434,-71.3369972,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Taunton,MA,East,1653,13,N. Richardson,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.9011812441,-71.0993140476,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Taunton,MA,Trinitarian Congregational Church,1821,364,E. Maltby,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.9041181384,-71.0856365362,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Taunton,MA,"West, First Church",1637,100,Alvan Cobb,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.9005053921,-71.090479289,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Taunton,MA,Winslow Church,1837,158,S. H. Emery,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.8950638957,-71.0811498083,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Barnstable,MA,West,1634,61,H. Carlton,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.7005959332,-70.3108163213,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Barnstable,MA,Centreville,1825,83,E. Bacon,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.7010345201,-70.2918446517,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Chilmark,MA,,1715,21,N. Cobb,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.3431688,-70.7447501,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Falmouth,MA,First Church,1708,236,H. B. Hooker,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.5587522409,-70.6018480017,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Falmouth,MA,East,1821,44,A. C. Childs,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.5492807823,-70.6020436616,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Falmouth,MA,North,1833,98,Cyrus Mann,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.5532334201,-70.6113165651,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Falmouth,MA,"East, Second Church",1849,49,S. F. Beard,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.5447881064,-70.6120279768,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Cotuit,MA,Herring Pond,1670,25,P. Fish,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.6167766,-70.4369703,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Sandwich,MA,[First Congregational Church],1638,105,E. Wells,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.7514869528,-70.4899743112,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Sandwich,MA,Monument Church,1833,44,,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.7609962982,-70.4962811315,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Tisbury,MA,Holmes Hole,1844,20,W. H. Sturtevant,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.4608624273,-70.6196176522,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Tisbury,MA,West,1673,54,S. Cole,The Year-book of the American Congregational Union for the Year 1854 (p. 58),41.4474723147,-70.6052910332,https://archive.org/stream/americancongrega04amer#page/58/mode/1up
Bedford,MA,,1730,172,,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.4906231,-71.2760089,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Billerica,MA,,1821,58,J. G. D. Stearns,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.5584218,-71.2689461,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Burlington,MA,,1735,50,E. Moody,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.5047161,-71.1956205,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Carlisle,MA,,1781,53,J. Lawrence,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.5292597,-71.3495046,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Medford,MA,,1823,145,E. P. Marvin,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.4188846427,-71.1120444774,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Reading,MA,North,1720,64,T. Newton,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.5263563985,-71.0976196944,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Reading,MA,Old South Church,1771,127,L. Whiting,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.5194261969,-71.1001996445,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Reading,MA,Bethesda Church,1849,148,W. H. Beecher,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.5251735277,-71.1067926208,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
South Reading,MA,,1645,129,Reuben Emerson,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.5039395,-71.0723391,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Stoneham,MA,,1729,128,W. C. Whitcomb,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.4802469,-71.0999719,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
West Cambridge,MA,,1842,96,Francis Horton,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.3774469,-71.1359393,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Wilmington,MA,,1733,111,J. E. Swallow,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.5481714,-71.1724467,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Winchester,MA,,1840,197,R. I. Robinson,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.452303,-71.1369959,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Woburn,MA,First Church,1642,445,Jonathan Edwards,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.4733813223,-71.1494387726,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Woburn,MA,North,1849,49,G. T. Dole,The Year-book of the American Congregational Union for the Year 1854 (p. 59),42.4834902355,-71.1635611286,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Auburn,MA,,1776,150,Charles Chamberlain,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.1945385,-71.8356271,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Barre,MA,,1827,196,C. M. Nichols,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.4229047,-72.1051002,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Berlin,MA,,1779,121,,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.3812039,-71.6370121,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Boylston,MA,,1743,122,William H. Sandford,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.3889953,-71.6908142,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Chilton,MA,,1844,181,,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.4015208,-71.1681374,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Holden,MA,,1742,341,William P. Paine,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.3517585,-71.8634062,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Leicester,MA,,1721,222,John Nelson; A. C. Denison,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.245926,-71.9086843,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Northboro,MA,,1832,89,S. S. Ashley,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.3145066,-71.5702881,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Oxford,MA,,1721,222,Horatio Bardwell,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.1167606,-71.8647577,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Paxton,MA,,1767,108,William Phipps,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.3114889,-71.9278427,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Princeton,MA,,1764,126,H. Wickes,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.4487019,-71.877296,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Rutland,MA,,1727,185,,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.3695086,-71.9481211,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Shrewsbury,MA,,1723,259,N. W. Williams,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.2959267,-71.7128471,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Sterling,MA,,1852,37,W. B. Greene,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.4374156,-71.7606293,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Westboro,MA,,1724,389,Daniel R. Cady,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.2695216,-71.6161294,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
West Boylston,MA,,1796,247,Joseph W. Cross,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.3667589,-71.785627,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Worcester,MA,First Parish,1719,363,Horace James,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.2661218727,-71.802281133,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Worcester,MA,Calvinist Church,1820,332,Seth Sweetser,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.2689067488,-71.8094578092,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
Worcester,MA,Union Church,1836,434,Elam Smally,The Year-book of the American Congregational Union for the Year 1854 (pp. 59-60),42.257438992,-71.8117714987,https://archive.org/stream/americancongrega04amer#page/59/mode/1up
